trigger_name;schedule_name;cron;job_name;estado;nota;actualizado
sdlf-bigdata-sp-mdpg-division-preferente-tda-glue-trigger;sdlf-bigdata-sp-mdpg-division-preferente-tda-glue-schedule;cron(30 10 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-mdpg-modelo-fuga-glue-trigger;sdlf-bigdata-sp-mdpg-modelo-fuga-glue-schedule;cron(00 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-mdpg-mora-car-sinacofi-glue-trigger;sdlf-bigdata-sp-mdpg-mora-car-sinacofi-glue-schedule;cron(07 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-mdpg-piloto-uso-tr-glue-trigger;sdlf-bigdata-sp-mdpg-piloto-uso-tr-glue-schedule;cron(00 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-mdpg-seguimiento-cupones-glue-trigger;sdlf-bigdata-sp-mdpg-seguimiento-cupones-glue-schedule;cron(00 12,16 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;migrado;"trigger estaba ACTIVATED; schedule quedó ENABLED";2026-09-02 12:37:43
sdlf-bigdata-sp-mdpg-seguimiento-innominada-glue-trigger;sdlf-bigdata-sp-mdpg-seguimiento-innominada-glue-schedule;cron(00 12 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-mdpg-seguimiento-pec-trigger;sdlf-bigdata-sp-mdpg-seguimiento-pec-schedule;cron(00 14,22 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;migrado;"trigger estaba ACTIVATED; schedule quedó ENABLED";2026-09-02 12:37:44
sdlf-bigdata-sp-mdpg-tableau-epu-glue-trigger;sdlf-bigdata-sp-mdpg-tableau-epu-glue-schedule;cron(0 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-mdpg-uso-tr-marca-glue-trigger;sdlf-bigdata-sp-mdpg-uso-tr-marca-glue-schedule;cron(00 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-mpdg-mov-dev-sin-pan-glue-trigger;sdlf-bigdata-sp-mpdg-mov-dev-sin-pan-glue-schedule;cron(00 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-onb-planes-clientes-glue-trigger;sdlf-bigdata-sp-onb-planes-clientes-glue-schedule;cron(0 18 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-piloto-r-gold-glue-trigger;sdlf-bigdata-sp-piloto-r-gold-glue-schedule;cron(0 20 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-actualizar-base_ofertas-pd-digital-periodo-glue-trigger;sdlf-bigdata-sp-ppff-actualizar-base_ofertas-pd-digital-periodo-glue-schedule;cron(00 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-actualizar-sav-motor-mes-actual-glue-trigger;sdlf-bigdata-sp-ppff-actualizar-sav-motor-mes-actual-glue-schedule;cron(30 12-21 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;revisar;nombre schedule >64 chars (66): renombrar a mano;2026-09-02 12:37:00
sdlf-bigdata-sp-ppff-avance-fin-glue-trigger;sdlf-bigdata-sp-ppff-avance-fin-glue-schedule;cron(36 16 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-banco-secundario-trigger;sdlf-bigdata-sp-ppff-banco-secundario-schedule;cron(0 11 3 * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-base-planes-nps-glue-trigger;sdlf-bigdata-sp-ppff-base-planes-nps-glue-schedule;cron(0 6 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-cc-radiografia-trigger;sdlf-bigdata-sp-ppff-cc-radiografia-schedule;cron(20 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-cc-remunerada-nuevos-glue-trigger;sdlf-bigdata-sp-ppff-cc-remunerada-nuevos-glue-schedule;cron(0 3,15 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;migrado;"trigger estaba ACTIVATED; schedule quedó ENABLED";2026-09-02 12:37:45
sdlf-bigdata-sp-ppff-cobranza-consumo-glue-trigger;sdlf-bigdata-sp-ppff-cobranza-consumo-glue-schedule;cron(00 13 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-compra-en-cuotas-glue-trigger;sdlf-bigdata-sp-ppff-compra-en-cuotas-glue-schedule;cron(05 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-contrato-epu-glue-trigger;sdlf-bigdata-sp-ppff-contrato-epu-glue-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-contratos-unicos-glue-trigger;sdlf-bigdata-sp-ppff-contratos-unicos-glue-schedule;cron(7 14 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-data-transaccional-glue-trigger;sdlf-bigdata-sp-ppff-data-transaccional-glue-schedule;cron(30 14 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-dispo-av-compra-glue-trigger;sdlf-bigdata-sp-ppff-dispo-av-compra-glue-schedule;cron(30 8 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-disponibles-tr-glue-trigger;sdlf-bigdata-sp-ppff-disponibles-tr-glue-schedule;cron(00 12 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-evol-trx-agg-glue-trigger;sdlf-bigdata-sp-ppff-evol-trx-agg-glue-schedule;cron(05 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-evolutivo-trx-power-bi-glue-trigger;sdlf-bigdata-sp-ppff-evolutivo-trx-power-bi-glue-schedule;cron(00 16 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-evolutivo-venta-ref-glue-trigger;sdlf-bigdata-sp-ppff-evolutivo-venta-ref-glue-schedule;cron(45 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-funnel-av-glue-trigger;sdlf-bigdata-sp-ppff-funnel-av-glue-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-funnel-sav-trigger;sdlf-bigdata-sp-ppff-funnel-sav-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-guarda-historico-pd-av-sav-glue-trigger;sdlf-bigdata-sp-ppff-guarda-historico-pd-av-sav-glue-schedule;cron(30 13 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-guarda-historico-pd-consumo-glue-trigger;sdlf-bigdata-sp-ppff-guarda-historico-pd-consumo-glue-schedule;cron(30 13 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-guarda-historico-segmento-av-sav-glue-trigger;sdlf-bigdata-sp-ppff-guarda-historico-segmento-av-sav-glue-schedule;cron(30 13 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-guarda-historico-segmento-consumo-glue-trigger;sdlf-bigdata-sp-ppff-guarda-historico-segmento-consumo-glue-schedule;cron(30 13 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-info-dap-glue-trigger;sdlf-bigdata-sp-ppff-info-dap-glue-schedule;cron(0 10 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-informe-gestion-canon-consumo-glue-trigger;sdlf-bigdata-sp-ppff-informe-gestion-canon-consumo-glue-schedule;cron(0 14 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-leads-piloto-glue-trigger;sdlf-bigdata-sp-ppff-leads-piloto-glue-schedule;cron(30 12 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-leads-sav-call-center-glue-trigger;sdlf-bigdata-sp-ppff-leads-sav-call-center-glue-schedule;cron(30 12,13,14,15,16,17,18,19,20,21,22,23 ? * MON-SAT *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-operaciones-dap-diario-glue-trigger;sdlf-bigdata-sp-ppff-operaciones-dap-diario-glue-schedule;cron(00 19 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-operaciones-dap-glue-trigger;sdlf-bigdata-sp-ppff-operaciones-dap-glue-schedule;cron(45 12 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-panel-cuenta-vista-glue-trigger;sdlf-bigdata-sp-ppff-panel-cuenta-vista-glue-schedule;cron(30 13 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-planes-operaciones-trigger;sdlf-bigdata-sp-ppff-planes-operaciones-schedule;cron(30 12 ? * MON,TUE,WED,THU,FRI *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-principalidad-uso-tctd-glue-trigger;sdlf-bigdata-sp-ppff-principalidad-uso-tctd-glue-schedule;cron(30 10 5 * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-resumen-panel-dap-glue-trigger;sdlf-bigdata-sp-ppff-resumen-panel-dap-glue-schedule;cron(0 19 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-saldo-sav-glue-trigger;sdlf-bigdata-sp-ppff-saldo-sav-glue-schedule;cron(0 4 3 * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-saldos-cc-glue-trigger;sdlf-bigdata-sp-ppff-saldos-cc-glue-schedule;cron(00 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-seguimiento-canon-glue-trigger;sdlf-bigdata-sp-ppff-seguimiento-canon-glue-schedule;cron(20 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-stock-cc-glue-trigger;sdlf-bigdata-sp-ppff-stock-cc-glue-schedule;cron(30 12 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-stock-dap-glue-trigger;sdlf-bigdata-sp-ppff-stock-dap-glue-schedule;cron(00 19 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-tablas-cuenta-vista-glue-trigger;sdlf-bigdata-sp-ppff-tablas-cuenta-vista-glue-schedule;cron(45 13 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-tablon-campanas-glue-trigger;sdlf-bigdata-sp-ppff-tablon-campanas-glue-schedule;cron(00 8 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-tablon-de-visitas-glue-trigger;sdlf-bigdata-sp-ppff-tablon-de-visitas-glue-schedule;cron(0 13 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-ppff-variables-motor-precio-trigger;sdlf-bigdata-sp-ppff-variables-motor-precio-schedule;cron(00 13 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-reporte-aperturas-por-negocios-glue-trigger;sdlf-bigdata-sp-reporte-aperturas-por-negocios-glue-schedule;cron(12 7 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-retl-crbdtx-mov-vta-crz-glue-trigger;sdlf-bigdata-sp-retl-crbdtx-mov-vta-crz-glue-schedule;cron(0 12,21 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;migrado;"trigger estaba ACTIVATED; schedule quedó ENABLED";2026-09-02 12:43:17
sdlf-bigdata-sp-retl-loyalty-puntos-glue-trigger;sdlf-bigdata-sp-retl-loyalty-puntos-glue-schedule;cron(0 16 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-retl-retail-tables-glue-trigger;sdlf-bigdata-sp-retl-retail-tables-glue-schedule;cron(00 11 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-camp-reporte-consolidado-campanas-glue-trigger;sdlf-bigdata-sp-run-camp-reporte-consolidado-campanas-glue-schedule;cron(35 11 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-campanas-por-cliente-semanal-glue-trigger;sdlf-bigdata-sp-run-campanas-por-cliente-semanal-glue-schedule;cron(30 16 3,10,18,23,29,30,31 * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-clts-cactivos-universo-adquisicion-10:05-glue-trigger;sdlf-bigdata-sp-run-clts-cactivos-universo-adquisicion-10:05-glue-schedule;cron(5 14 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-clts-cactivos-universo-adquisicion-glue-trigger;sdlf-bigdata-sp-run-clts-cactivos-universo-adquisicion-glue-schedule;cron(25 16 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-clts-onboarding-blando-duro-glue-trigger;sdlf-bigdata-sp-run-clts-onboarding-blando-duro-glue-schedule;cron(00 21 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-cptp-adquisicion-tc-cc-activacion-glue-trigger;sdlf-bigdata-sp-run-cptp-adquisicion-tc-cc-activacion-glue-schedule;cron(0 21 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-cptp-mov-cuenta-corriente-historia-glue-trigger;sdlf-bigdata-sp-run-cptp-mov-cuenta-corriente-historia-glue-schedule;cron(37 13 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-cptp-mov-cuenta-vista-historia-glue-trigger;sdlf-bigdata-sp-run-cptp-mov-cuenta-vista-historia-glue-schedule;cron(37 13 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-cptp-primera-compra-spos-trigger;sdlf-bigdata-sp-run-cptp-primera-compra-spos-schedule;cron(00 15 ? * MON *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-ctbl-consentimiento-vista-consentiemiento-glue-trigger;sdlf-bigdata-sp-run-ctbl-consentimiento-vista-consentiemiento-glue-schedule;cron(00 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-dgtl-reporte-campanas-gc-glue-trigger;sdlf-bigdata-sp-run-dgtl-reporte-campanas-gc-glue-schedule;cron(35 11 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-funnel-final-tc-presencial-glue-trigger;sdlf-bigdata-sp-run-funnel-final-tc-presencial-glue-schedule;cron(30 20 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-mdpg-cliente-uso-corte-trigger;sdlf-bigdata-sp-run-mdpg-cliente-uso-corte-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-mdpg-reporte-apple-glue-trigger;sdlf-bigdata-sp-run-mdpg-reporte-apple-glue-schedule;cron(39 13 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-mdpg-vista-fuga-glue-trigger;sdlf-bigdata-sp-run-mdpg-vista-fuga-glue-schedule;cron(52 13 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-ppff-aceptacion-pop-up-cc-remunerada-captados-glue-trigger;sdlf-bigdata-sp-run-ppff-aceptacion-pop-up-cc-remunerada-captados-glue-schedule;cron(0 2,14 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;revisar;nombre schedule >64 chars (79): renombrar a mano;2026-09-02 12:39:33
sdlf-bigdata-sp-run-ppff-contact-canon-consumo-glue-trigger;sdlf-bigdata-sp-run-ppff-contact-canon-consumo-glue-schedule;cron(00 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-ppff-foto-tablon-campana-glue-trigger;sdlf-bigdata-sp-run-ppff-foto-tablon-campana-glue-schedule;cron(00 15 10 * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-ppff-obtencion-clientes-nuevoship-glue-trigger;sdlf-bigdata-sp-run-ppff-obtencion-clientes-nuevoship-glue-schedule;cron(00 14 15 * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-ppff-radiografia-planes-glue-trigger;sdlf-bigdata-sp-run-ppff-radiografia-planes-glue-schedule;cron(0 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-ppff-veintiles-sav-cons-glue-trigger;sdlf-bigdata-sp-run-ppff-veintiles-sav-cons-glue-schedule;cron(00 17 ? * FRI *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-spos-foto-rubro-trigger;sdlf-bigdata-sp-run-spos-foto-rubro-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-run-sql-query-glue-trigger;sdlf-bigdata-sp-run-sql-query-glue-schedule;cron(00 7 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-analisis-petrobras-glue-trigger;sdlf-bigdata-sp-spos-analisis-petrobras-glue-schedule;cron(30 14 ? * THU *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-antiguedad-uso-glue-trigger;sdlf-bigdata-sp-spos-antiguedad-uso-glue-schedule;cron(0 14 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-base-popup-concrecion-glue-trigger;sdlf-bigdata-sp-spos-base-popup-concrecion-glue-schedule;cron(00 20 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-cargos-pat-resp-trigger;sdlf-bigdata-sp-spos-cargos-pat-resp-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-cliente-unico-3m-glue-trigger;sdlf-bigdata-sp-spos-cliente-unico-3m-glue-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-dau-mau-wau-glue-trigger;sdlf-bigdata-sp-spos-dau-mau-wau-glue-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-foto-resumen-trigger;sdlf-bigdata-sp-spos-foto-resumen-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-nacional-internacional-glue-trigger;sdlf-bigdata-sp-spos-nacional-internacional-glue-schedule;cron(0 14 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-onboarding-3m-glue-trigger;sdlf-bigdata-sp-spos-onboarding-3m-glue-schedule;cron(30 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-pats-detalle-trx-trigger;sdlf-bigdata-sp-spos-pats-detalle-trx-schedule;cron(00 8 1 * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-rubro-preferente-glue-trigger;sdlf-bigdata-sp-spos-rubro-preferente-glue-schedule;cron(00 10 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-tablon-digiventures-glue-trigger;sdlf-bigdata-sp-spos-tablon-digiventures-glue-schedule;cron(0 16 ? * MON *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-transacciones-pasivos-glue-trigger;sdlf-bigdata-sp-spos-transacciones-pasivos-glue-schedule;cron(0 12 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-vta-comercios-glue-trigger;sdlf-bigdata-sp-spos-vta-comercios-glue-schedule;cron(30 8 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-spos-vta-rubros-glue-trigger;sdlf-bigdata-sp-spos-vta-rubros-glue-schedule;cron(30 8 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-tmp;sdlf-bigdata-sp-tmp-schedule;cron(10 1-9,12-0 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;migrado;"trigger estaba CREATED; schedule quedó DISABLED";2026-09-02 12:43:18
sdlf-bigdata-sp-tnda-clientes-uso-cortes-glue-trigger;sdlf-bigdata-sp-tnda-clientes-uso-cortes-glue-schedule;cron(30 9 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-tnda-data-mkp-glue-trigger;sdlf-bigdata-sp-tnda-data-mkp-glue-schedule;cron(45 12 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-tnda-forma-de-pago-glue-trigger;sdlf-bigdata-sp-tnda-forma-de-pago-glue-schedule;cron(00 19 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-tnda-forma-pago-en-tda-glue-trigger;sdlf-bigdata-sp-tnda-forma-pago-en-tda-glue-schedule;cron(00 15 ? * FRI *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-tnda-forma-pago-mes-actual-glue-trigger;sdlf-bigdata-sp-tnda-forma-pago-mes-actual-glue-schedule;cron(0 19 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-tnda-reporte-termometro-glue-trigger;sdlf-bigdata-sp-tnda-reporte-termometro-glue-schedule;cron(00 17 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-tnda-sku-glue-trigger;sdlf-bigdata-sp-tnda-sku-glue-schedule;cron(30 10 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-tnda-sucursal-preferente-glue-trigger;sdlf-bigdata-sp-tnda-sucursal-preferente-glue-schedule;cron(00 12 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-total-clientes-variable-retira-onboarding-trigger;sdlf-bigdata-sp-total-clientes-variable-retira-onboarding-schedule;cron(00 11 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-var-saldos-cc-cv-ult-mes-cerrado-glue-trigger;sdlf-bigdata-sp-var-saldos-cc-cv-ult-mes-cerrado-glue-schedule;cron(00 14 5 * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp-wf-ctbl-flujo-datamaster-glue-trigger;sdlf-bigdata-sp-wf-ctbl-flujo-datamaster-glue-schedule;cron(00 11 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-sp_clts_cupon_capta-glue-trigger;sdlf-bigdata-sp_clts_cupon_capta-glue-schedule;cron(00 19 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-tablon-alta-planes-glue-trigger;sdlf-bigdata-tablon-alta-planes-glue-schedule;cron(00 15 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-tablon-stock-planes-glue-trigger;sdlf-bigdata-tablon-stock-planes-glue-schedule;cron(30 14,18 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;migrado;"trigger estaba ACTIVATED; schedule quedó ENABLED";2026-09-02 12:43:19
sdlf-bigdata-wildcard-midday-glue-trigger;sdlf-bigdata-wildcard-midday-glue-schedule;cron(12 7 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;pendiente;;
sdlf-bigdata-planes-step1-trigger;sdlf-bigdata-planes-step1-schedule;;sdlf-bigdata-redshift-segmentation-schedule-glue-job;revisar;Tipo CONDITIONAL: no es SCHEDULED (usar Rules/Step Functions o es manual);
sdlf-bigdata-platun-step3-trigger;sdlf-bigdata-platun-step3-schedule;;sdlf-bigdata-redshift-segmentation-schedule-glue-job;revisar;Tipo CONDITIONAL: no es SCHEDULED (usar Rules/Step Functions o es manual);
sdlf-bigdata-sp-earq-drop-tables-workspace-glue-trigger;sdlf-bigdata-sp-earq-drop-tables-workspace-glue-schedule;cron(00 5 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;revisar;2 acciones (multi-job): requiere estrategia especial;
sdlf-bigdata-sp-matinal-step-0;sdlf-bigdata-sp-matinal-step-0-schedule;cron(30 11 ? * * *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;revisar;excluido: proceso matinal;
sdlf-bigdata-sp-matinal_parte-2-trigger;sdlf-bigdata-sp-matinal_parte-2-schedule;cron(30 14 * * ? *);sdlf-bigdata-redshift-segmentation-schedule-glue-job;revisar;excluido: proceso matinal;
